# Program:featureCounts v1.5.3; Command:"featureCounts" "-s" "0" "-t" "exon" "-g" "transcript_id" "-p" "-B" "-C" "-a" "/cromwell_root/broad-dsde-mint-dev-teststorage/demo/gencodev19_chr21.gtf" "-o" "demo.transcripts.counts.txt" "/cromwell_root/broad-dsde-mint-dev-cromwell-execution/cromwell-executions/Ss2RsemSingleSample/ddd4b5c7-e0de-4e2e-a1eb-74c32107f3aa/call-Star/Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/cromwell_root/broad-dsde-mint-dev-cromwell-execution/cromwell-executions/Ss2RsemSingleSample/ddd4b5c7-e0de-4e2e-a1eb-74c32107f3aa/call-Star/Aligned.sortedByCoord.out.bam
TTC3|ENST00000428693.1	chr21;chr21;chr21;chr21;chr21;chr21	38563635;38567976;38569871;38570183;38572533;38573741	38563725;38568337;38569997;38570326;38572625;38573922	+;+;+;+;+;+	999	0
TTC3|ENST00000472398.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	38529043;38532001;38533104;38534292;38536353;38537852;38539857;38544897;38555076;38558007	38529208;38532047;38533160;38534365;38536517;38538917;38539922;38545046;38555215;38558380	+;+;+;+;+;+;+;+;+;+	2305	0
TTC3|ENST00000411496.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	38525425;38528957;38529463;38532001;38533104;38534292;38536353;38537852	38525577;38529208;38529516;38532047;38533160;38534365;38536517;38537942	+;+;+;+;+;+;+;+	893	0
TTC3|ENST00000469939.1	chr21;chr21;chr21;chr21;chr21	38531821;38533104;38534292;38536353;38537852	38532047;38533160;38534365;38536517;38538067	+;+;+;+;+	739	0
TTC3|ENST00000491952.1	chr21;chr21;chr21	38463694;38466305;38467650	38463713;38466390;38467790	+;+;+	247	0
TTC3|ENST00000488522.1	chr21;chr21;chr21;chr21;chr21	38566754;38567267;38567976;38569871;38570183	38566999;38567318;38568337;38569997;38570248	+;+;+;+;+	853	0
TTC3|ENST00000494243.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	38445581;38480692;38493537;38494117;38495283;38496919;38498380;38501303;38504982;38507680	38445664;38480746;38493642;38494279;38495328;38497042;38498443;38501363;38505066;38507752	+;+;+;+;+;+;+;+;+;+	861	0
TTC3|ENST00000354749.2	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	38458090;38460133;38460496;38461099;38462533;38463593;38466305;38467650;38468881;38480692;38494117;38495283;38496919;38498380;38501303;38504982;38507680;38510934;38512861;38516825;38519781;38520846;38522378;38523120;38524193;38525251;38528957;38532001;38533104;38534292;38536353;38537852;38539857;38544897;38555076;38558007;38559350;38560796;38563635;38564413;38567976;38569871;38570183;38572533;38573741	38459701;38460175;38460646;38461186;38462586;38463713;38466390;38467744;38468943;38480746;38494279;38495328;38497042;38498443;38501363;38505066;38507814;38511014;38512973;38516945;38519903;38520947;38522470;38523184;38524329;38525577;38529208;38532047;38533160;38534365;38536517;38538917;38539922;38545046;38555215;38558075;38559446;38560896;38563725;38564514;38568337;38569997;38570326;38572625;38575413	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9084	0
TTC3|ENST00000399017.2	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	38453896;38459547;38460133;38460496;38461099;38462533;38463593;38466305;38467650;38468881;38480692;38494117;38495283;38496919;38498380;38501303;38504982;38507680;38510934;38512861;38516825;38519781;38520846;38522378;38523120;38524193;38525251;38528957;38532001;38533104;38534292;38536353;38537852;38539857;38544897;38555076;38558007;38559350;38560796;38563635;38564413;38567976;38569871;38570183;38572533;38573741	38456631;38459701;38460175;38460646;38461186;38462586;38463713;38466390;38467744;38468943;38480746;38494279;38495328;38497042;38498443;38501363;38505066;38507814;38511014;38512973;38516945;38519903;38520947;38522470;38523184;38524329;38525577;38529208;38532047;38533160;38534365;38536517;38538917;38539922;38545046;38555215;38558075;38559446;38560896;38563725;38564514;38568337;38569997;38570326;38572625;38575413	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10363	23
TTC3|ENST00000479930.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	38458090;38460133;38460496;38461099;38462533;38463593;38467650;38468881;38480692;38494117;38495283;38496919;38498380;38501303;38504982;38507680;38510934;38512861;38516825;38519781;38520846;38522378;38523120;38524193;38525251;38528957;38532001;38533104;38534292;38536353;38537852;38539857;38544897;38555076;38558007;38559350;38560796;38563635;38564413;38567976;38569871;38570183;38572533;38573741	38459701;38460175;38460646;38461186;38462586;38463713;38467744;38468943;38480746;38494279;38495328;38497042;38498443;38501363;38505066;38507814;38511014;38512973;38516945;38519903;38520947;38522470;38523184;38524329;38525577;38529208;38532047;38533160;38534365;38536517;38538917;38539922;38545046;38555215;38558075;38559446;38560896;38563725;38564514;38568337;38569997;38570326;38572625;38575413	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8998	0
TTC3|ENST00000485402.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	38445558;38459547;38460496;38461099;38462533;38463593;38466305;38467650;38468881;38480692;38494117;38495283;38496919;38498380;38501303;38504982;38507680;38510934;38512861;38516825;38519781;38520846;38522378;38523120;38524193;38525251;38528957;38532001;38533104;38534292;38536353;38537852	38445664;38459701;38460646;38461186;38462586;38463713;38466390;38467744;38468943;38480746;38494279;38495328;38497042;38498443;38501363;38505066;38507814;38511014;38512973;38516945;38519903;38520947;38522470;38523184;38524329;38525577;38529208;38532047;38533160;38534365;38536517;38538067	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3626	0
TTC3|ENST00000463216.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	38445577;38480692;38494117;38495283;38496919;38498380;38501303;38504982;38507680	38445773;38480746;38494279;38495328;38497042;38498443;38501363;38505066;38507726	+;+;+;+;+;+;+;+;+	842	0
TTC3|ENST00000450533.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	38445567;38459547;38460133;38460496;38461099;38462533;38463593;38466305;38467650;38468881;38480692;38494117;38495283;38496919;38498380;38501303;38504982;38507680;38510934;38512861;38516825;38519781;38520846;38522378;38523120;38524193	38445664;38459701;38460175;38460646;38461186;38462586;38463713;38466390;38467744;38468943;38480746;38494279;38495328;38497042;38498443;38501363;38505066;38507814;38511014;38512973;38516945;38519903;38520947;38522470;38523184;38524258	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2451	0
TTC3|ENST00000487711.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	38525537;38528957;38530433;38532001;38533104;38534292;38536353;38537852	38525577;38529208;38530505;38532047;38533160;38534365;38536517;38538067	+;+;+;+;+;+;+;+	925	0
TTC3|ENST00000355666.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	38445571;38459547;38460133;38460496;38461099;38462533;38463593;38466305;38467650;38468881;38480692;38494117;38495283;38496919;38498380;38501303;38504982;38507680;38510934;38512861;38516825;38519781;38520846;38522378;38523120;38524193;38525251;38528957;38532001;38533104;38534292;38536353;38537852;38539857;38544897;38555076;38558007;38559350;38560796;38563635;38564413;38567976;38569871;38570183;38572533;38573741	38445664;38459701;38460175;38460646;38461186;38462586;38463713;38466390;38467744;38468943;38480746;38494279;38495328;38497042;38498443;38501363;38505066;38507814;38511014;38512973;38516945;38519903;38520947;38522470;38523184;38524329;38525577;38529208;38532047;38533160;38534365;38536517;38538917;38539922;38545046;38555215;38558075;38559446;38560896;38563725;38564514;38568337;38569997;38570326;38572625;38575404	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7712	0
TTC3|ENST00000414818.1	chr21;chr21;chr21;chr21;chr21;chr21	38516860;38519781;38522378;38523120;38524193;38525251	38516945;38519903;38522470;38523184;38524329;38525577	+;+;+;+;+;+	831	0
AP000473.6|ENST00000444868.2	chr21;chr21;chr21	18126838;18127999;18187941	18127089;18128117;18188007	-;-;-	438	0
LTN1|ENST00000389194.2	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	30300466;30303477;30304792;30307431;30308848;30313542;30315584;30315989;30316705;30318129;30318474;30319786;30324482;30325539;30329084;30329654;30330708;30331780;30332839;30338187;30338692;30341788;30342874;30343593;30353441;30354638;30357013;30358460;30359052;30365085	30302832;30303644;30304986;30307651;30309019;30313728;30315658;30316226;30316918;30318273;30318609;30319928;30324586;30325698;30329270;30329798;30330861;30332019;30333028;30338228;30339501;30341923;30343064;30343766;30353621;30354690;30357243;30358558;30359255;30365270	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7749	0
LTN1|ENST00000389195.2	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	30333639;30336899;30338187;30338692;30341788;30342874;30343593;30353441;30354638;30357013;30358460;30359052;30365085	30333855;30337088;30338228;30339501;30341923;30343064;30343766;30353621;30354690;30357243;30358558;30359255;30365270	-;-;-;-;-;-;-;-;-;-;-;-;-	2714	0
LTN1|ENST00000475344.1	chr21;chr21;chr21	30330772;30331719;30332839	30330861;30332019;30333143	-;-;-	696	0
LTN1|ENST00000361371.5	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	30300466;30303477;30304792;30307431;30308848;30313542;30315584;30315989;30316705;30318129;30318474;30319786;30324482;30325539;30329084;30329654;30330708;30331780;30332839;30338187;30338692;30341788;30342874;30343593;30353441;30354638;30357013;30358460;30359052;30365085	30302832;30303644;30304986;30307651;30309019;30313728;30315658;30316226;30316918;30318273;30318609;30319928;30324586;30325698;30329270;30329798;30330861;30332019;30333028;30338228;30339501;30341923;30343064;30343766;30353621;30354690;30357243;30358558;30359255;30365206	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7685	0
LTN1|ENST00000486427.1	chr21;chr21	30330728;30331780	30330861;30332184	-;-	539	0
LTN1|ENST00000483326.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	30339217;30339924;30341788;30342874;30343593;30353441;30354638;30357013;30358460;30359052	30339501;30340295;30341923;30343064;30343766;30353621;30354690;30357243;30358558;30359082	-;-;-;-;-;-;-;-;-;-	1753	0
AL157359.3|ENST00000449840.1	chr21;chr21	20325582;20339266	20325894;20339376	-;-	424	0
AF064858.11|ENST00000419664.1	chr21;chr21;chr21	40378574;40380028;40383014	40378710;40380157;40383255	-;-;-	509	0
AP000692.10|ENST00000608391.1	chr21	37692090	37692968	-	879	0
ZNF355P|ENST00000427301.1	chr21;chr21;chr21	14467626;14485402;14485986	14470647;14485469;14486111	-;-;-	3216	0
POLR2CP|ENST00000453699.1	chr21	16129909	16130673	+	765	0
RNU6-954P|ENST00000411355.1	chr21	15340810	15340916	-	107	0
AL109763.2|ENST00000355189.3	chr21;chr21;chr21;chr21;chr21	19933933;19961845;20110242;20125066;20132092	19934009;19961938;20110343;20125434;20132122	-;-;-;-;-	673	0
AL109763.2|ENST00000437492.1	chr21;chr21;chr21;chr21	19933583;19961845;20110242;20132092	19934009;19961938;20110343;20132321	-;-;-;-	853	0
AL109763.2|ENST00000414582.1	chr21;chr21;chr21	19984380;20110242;20125066	19984611;20110343;20125346	-;-;-	615	0
SNORA70|ENST00000384370.1	chr21	34214171	34214305	-	135	0
SLC37A1|ENST00000471277.1	chr21;chr21;chr21;chr21	43934002;43934741;43938387;43945886	43934034;43934827;43938620;43946148	+;+;+;+	617	0
SLC37A1|ENST00000398343.2	chr21;chr21;chr21	43934634;43934980;43938387	43934827;43935045;43938620	+;+;+	494	0
SLC37A1|ENST00000454800.1	chr21;chr21	43916118;43916933	43916339;43918313	+;+	1603	0
SLC37A1|ENST00000352133.2	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	43934024;43938387;43945886;43954808;43955582;43959622;43962514;43963546;43967213;43974172;43979068;43982188;43983925;43984818;43985937;43987095;43988470;43994928;43999846;44000455	43934827;43938620;43945967;43954940;43955660;43959757;43962590;43963712;43967250;43974252;43979199;43982278;43983987;43984903;43985985;43987168;43988548;43995025;43999910;44001550	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3664	0
SLC37A1|ENST00000419522.1	chr21;chr21;chr21	43916128;43922406;43938387	43916339;43922527;43938620	+;+;+	568	0
SLC37A1|ENST00000484887.1	chr21;chr21;chr21	43919817;43922406;43922799	43919853;43922527;43923084	+;+;+	445	0
SLC37A1|ENST00000398341.3	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	43919742;43922406;43938387;43945886;43954808;43955582;43959622;43962514;43963546;43967213;43974172;43979068;43982188;43983925;43984818;43985937;43987095;43988470;43994928;43999846;44000455	43919853;43922527;43938620;43945967;43954940;43955660;43959757;43962590;43963712;43967250;43974252;43979199;43982278;43983987;43984903;43985985;43987168;43988548;43995025;43999910;44001550	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3094	0
SLC37A1|ENST00000496416.1	chr21;chr21;chr21;chr21;chr21	43985937;43987095;43988470;43994928;43995877	43985985;43987168;43988548;43995025;43996057	+;+;+;+;+	481	0
SLC37A1|ENST00000487951.1	chr21;chr21	43963627;43967213	43963712;43967827	+;+	701	0
AP000235.3|ENST00000424017.1	chr21;chr21;chr21;chr21	26427848;26433939;26441040;26442029	26427897;26434024;26441191;26442219	+;+;+;+	479	0
AP001607.1|ENST00000426418.1	chr21;chr21;chr21	29011012;29020984;29025675	29011242;29021084;29025810	+;+;+	468	0
TMEM50B|ENST00000441128.1	chr21;chr21;chr21;chr21	34822828;34828034;34832720;34841094	34823170;34828091;34832812;34841233	-;-;-;-	634	0
TMEM50B|ENST00000542230.2	chr21;chr21;chr21;chr21;chr21;chr21;chr21	34821442;34828034;34832720;34837649;34839317;34841094;34852145	34823170;34828091;34832812;34837716;34839429;34841233;34852318	-;-;-;-;-;-;-	2375	0
TMEM50B|ENST00000459909.1	chr21;chr21	34840727;34852145	34841233;34852255	-;-	618	0
TMEM50B|ENST00000470682.1	chr21;chr21;chr21;chr21	34805105;34811521;34821089;34821541	34805109;34811604;34821186;34821717	-;-;-;-	364	0
TMEM50B|ENST00000468874.2	chr21;chr21;chr21;chr21	34809191;34811521;34819325;34821089	34809299;34811604;34819447;34821496	-;-;-;-	724	0
TMEM50B|ENST00000432504.1	chr21;chr21;chr21;chr21;chr21	34837685;34839317;34841094;34841838;34851416	34837716;34839429;34841233;34841990;34851596	-;-;-;-;-	619	0
TMEM50B|ENST00000420455.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	34804792;34811521;34821089;34828034;34832720;34837649;34839317;34841094;34852145	34805109;34811604;34823170;34828091;34832812;34837716;34839429;34841233;34852250	-;-;-;-;-;-;-;-;-	3062	0
TMEM50B|ENST00000442441.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	34822854;34828034;34828311;34832720;34837649;34839317;34841094;34852145	34823170;34828091;34828404;34832812;34837716;34839429;34841233;34852243	-;-;-;-;-;-;-;-	982	0
TMEM50B|ENST00000474272.1	chr21;chr21	34837325;34839317	34837716;34839442	-;-	518	0
TMEM50B|ENST00000484377.1	chr21;chr21;chr21;chr21	34804792;34809190;34811521;34821089	34805109;34809299;34811604;34821271	-;-;-;-	695	0
DSCAM-IT1|ENST00000441910.1	chr21;chr21;chr21;chr21	41987304;41993181;42001466;42002584	41987409;41993326;42001567;42002693	-;-;-;-	464	0
DSCAM-IT1|ENST00000440363.1	chr21;chr21;chr21;chr21	41990433;41993181;42001466;42002584	41990794;41993326;42001567;42002693	-;-;-;-	720	0
VN1R8P|ENST00000407739.1	chr21	14848692	14849584	+	893	0
TPTE|ENST00000415664.2	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	10906741;10908825;10910307;10914363;10920084;10921934;10933852;10934039;10934937;10941908;10942711;10942921;10944668;10951266;10952913;10959741;10970009;10971292;10973723;10985045;10987769;10996020;10998207;11011438;11012917;11013471;11014938;11015348;11020813;11021110;11026723;11029598	10907040;10908895;10910399;10914442;10920164;10921995;10933940;10934120;10934997;10941972;10942774;10943020;10944787;10951427;10952963;10959800;10970062;10971345;10973776;10985102;10987877;10996139;10998335;11011650;11012982;11013600;11015102;11015544;11020917;11021211;11026839;11029719	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3336	0
TPTE|ENST00000298232.7	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	10906201;10908825;10910307;10914363;10916370;10920084;10921934;10933852;10934039;10934937;10941908;10942711;10942921;10944668;10951266;10952913;10959741;10970009;10971292;10973723;10985045;10987769;10990763	10907040;10908895;10910399;10914442;10916475;10920164;10921995;10933940;10934120;10934997;10941972;10942774;10943020;10944787;10951427;10952963;10959800;10970062;10971345;10973776;10985102;10987877;10990920	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2674	0
TPTE|ENST00000447568.2	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	10906741;10908825;10910307;10914363;10916370;10920084;10921934;10933852;10934039;10934937;10941908;10942711;10942921;10944668;10951266;10952913;10985045;10987769;10990763	10907040;10908895;10910399;10914442;10916475;10920164;10921995;10933940;10934120;10934997;10941972;10942774;10943020;10944787;10951427;10952963;10985102;10987877;10990882	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1874	0
TPTE|ENST00000342420.5	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	10906741;10908825;10910307;10914363;10916370;10920084;10921934;10933852;10934039;10934937;10941908;10942711;10942921;10944668;10951266;10952913;10970009;10971292;10973723;10985045;10987769;10990763	10907040;10908895;10910399;10914442;10916475;10920164;10921995;10933940;10934120;10934997;10941972;10942774;10943020;10944787;10951427;10952963;10970062;10971345;10973776;10985102;10987877;10990882	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2036	0
TPTE|ENST00000361285.4	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	10906741;10908825;10910307;10914363;10916370;10920084;10921934;10933852;10934039;10934937;10941908;10942711;10942921;10944668;10951266;10952913;10959741;10969075;10970009;10971292;10973723;10985045;10987769;10990763	10907040;10908895;10910399;10914442;10916475;10920164;10921995;10933940;10934120;10934997;10941972;10942774;10943020;10944787;10951427;10952963;10959800;10969128;10970062;10971345;10973776;10985102;10987877;10990882	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2150	0
TPTE|ENST00000328758.5	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	10951266;10952913;10959741;10969075;10971292;10973723;10985045;10987769;10990763	10951427;10952963;10959800;10969128;10971345;10973776;10985102;10987877;10990883	-;-;-;-;-;-;-;-;-	723	0
U3|ENST00000391177.1	chr21	30552747	30552960	-	214	0
DYRK1A|ENST00000398956.2	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	38792677;38844986;38850483;38852940;38858769;38862477;38865319;38868420;38877586;38884214	38792686;38845182;38850602;38853128;38858916;38862763;38865465;38868560;38877892;38884257	+;+;+;+;+;+;+;+;+;+	1590	0
DYRK1A|ENST00000321219.8	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	38791207;38844986;38850483;38852940;38858769;38862477;38865319;38868420;38877586;38878469;38878574	38792686;38845182;38850602;38853128;38858916;38862763;38865465;38868560;38877892;38878470;38878651	+;+;+;+;+;+;+;+;+;+;+	3096	0
DYRK1A|ENST00000339659.4	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	38791207;38844986;38850510;38852940;38858769;38862477;38865319;38868420;38877586;38878402;38884214	38792686;38845182;38850602;38853128;38858916;38862763;38865465;38868560;38877892;38878526;38889753	+;+;+;+;+;+;+;+;+;+;+	8654	0
